ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10270,0.28571428571428575,0.8047045951859957,1,0.16623519282505939,2004-07-19,Shipped,3,7,2004,5,96,S32_1268,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,2
10281,0.2527472527472528,0.7651805251641137,8,0.141165104366182,2004-08-19,Shipped,3,8,2004,5,96,S32_1268,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,2
10291,0.21978021978021983,0.7783096280087529,3,0.12472988463068366,2004-09-08,Shipped,3,9,2004,5,96,S32_1268,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,2
10305,0.2417582417582418,1.0,12,0.19652781811484293,2004-10-13,Shipped,4,10,2004,5,96,S32_1268,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1
10313,0.23076923076923078,0.8309628008752736,6,0.1385336163586059,2004-10-22,Shipped,4,10,2004,5,96,S32_1268,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,2
10324,0.15384615384615385,0.975109409190372,11,0.1089262514273194,2004-11-05,Shipped,4,11,2004,5,96,S32_1268,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,2
10335,0.41758241758241765,1.0,1,0.3135249954597825,2004-11-19,Shipped,4,11,2004,5,96,S32_1268,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10348,0.39560439560439564,1.0,3,0.43415581732370545,2004-11-01,Shipped,4,11,2004,5,96,S32_1268,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1
10358,0.38461538461538464,1.0,1,0.2901232071655294,2004-12-10,Shipped,4,12,2004,5,96,S32_1268,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10371,0.21978021978021983,1.0,1,0.26189224501440006,2005-01-23,Shipped,1,1,2005,5,96,S32_1268,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10382,0.21978021978021983,1.0,6,0.16368972999124312,2005-02-17,Shipped,1,2,2005,5,96,S32_1268,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10411,0.21978021978021983,1.0,1,0.17812284247761326,2005-05-01,Shipped,2,5,2005,5,96,S32_1268,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,2
10425,0.38461538461538464,0.8178336980306347,11,0.22585284401430228,2005-05-31,In Process,2,5,2005,5,96,S32_1268,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1
10107,0.15384615384615385,0.9028993435448578,8,0.10116192805207394,2003-02-24,Shipped,1,2,2003,1,99,S32_1374,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10120,0.17582417582417587,1.0,6,0.14552444842790838,2003-04-29,Shipped,2,4,2003,1,99,S32_1374,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,2
10133,0.18681318681318687,1.0,1,0.158806882308004,2003-06-27,Shipped,2,6,2003,1,99,S32_1374,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10145,0.29670329670329676,0.9165754923413567,12,0.19238537513225457,2003-08-25,Shipped,3,8,2003,1,99,S32_1374,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1
10168,0.2417582417582418,1.0,7,0.20309514163640474,2003-10-28,Shipped,4,10,2003,1,99,S32_1374,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1
10188,0.41758241758241765,0.9848194748358863,7,0.2844734854974057,2003-11-18,Shipped,4,11,2003,1,99,S32_1374,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1
10210,0.43956043956043966,0.7252461706783369,5,0.2348215198221853,2004-01-12,Shipped,1,1,2004,1,99,S32_1374,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,1
10223,0.16483516483516486,1.0,7,0.14654719216038625,2004-02-20,Shipped,1,2,2004,1,99,S32_1374,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,2
10235,0.38461538461538464,1.0,1,0.2717042616282875,2004-04-02,Shipped,2,4,2004,1,99,S32_1374,68,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,3,,Lincoln,Elizabeth,1
10250,0.27472527472527475,1.0,2,0.20588323957569746,2004-05-11,Shipped,2,5,2004,1,99,S32_1374,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,1
10263,0.27472527472527475,0.7252461706783369,8,0.14668983219209056,2004-06-28,Shipped,2,6,2004,1,99,S32_1374,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,2
10275,0.18681318681318687,0.7525984682713347,7,0.10306845177480231,2004-07-23,Shipped,3,7,2004,1,99,S32_1374,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2
10285,0.3406593406593407,0.9848194748358863,12,0.23357672820530168,2004-08-27,Shipped,3,8,2004,1,99,S32_1374,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1
10297,0.21978021978021983,1.0,2,0.17460536870610055,2004-09-16,Shipped,3,9,2004,1,99,S32_1374,20,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,8,EMEA,Cassidy,Dean,2
10308,0.19780219780219782,0.7252461706783369,5,0.10556171129804637,2004-10-15,Shipped,4,10,2004,1,99,S32_1374,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,2
10318,0.4505494505494506,1.0,7,0.3546317938748606,2004-11-02,Shipped,4,11,2004,1,99,S32_1374,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1
10329,0.4285714285714286,0.5064277899343544,11,0.17600750551259609,2004-11-15,Shipped,4,11,2004,1,99,S32_1374,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10340,0.5384615384615385,1.0,2,0.44120767579832476,2004-11-24,Shipped,4,11,2004,1,99,S32_1374,32,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,14,EMEA,Saavedra,Eduardo,1
10353,0.43956043956043966,0.7424781181619255,5,0.23908307458382572,2004-12-04,Shipped,4,12,2004,1,99,S32_1374,36,2035554407,2440 Pompton St.,,Glendale,CT,97561,18,,Lewis,Dan,1
10363,0.4835164835164836,1.0,2,0.44809336598858746,2005-01-06,Shipped,1,1,2005,1,99,S32_1374,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,1
10375,0.3406593406593407,1.0,3,0.43168020398995066,2005-02-03,Shipped,1,2,2005,1,99,S32_1374,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1
10387,0.41758241758241765,0.9302516411378556,1,0.2715652978860601,2005-03-02,Shipped,1,3,2005,1,99,S32_1374,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1
10401,0.4725274725274726,1.0,1,0.3316366031967543,2005-04-03,On Hold,2,4,2005,1,99,S32_1374,80,2015559350,7476 Moss Rd.,,Newark,NJ,94019,18,,Brown,William,1
10416,0.4285714285714286,1.0,2,0.3148719879241244,2005-05-10,Shipped,2,5,2005,1,99,S32_1374,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1
10108,0.23076923076923078,0.22661378555798695,13,0.050807791086762664,2003-03-03,Shipped,1,3,2003,1,40,S32_2206,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,2
10122,0.27472527472527475,0.24316192560175054,17,0.06634452567410283,2003-05-08,Shipped,2,5,2003,1,40,S32_2206,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,2
10135,0.29670329670329676,0.18257658643326036,14,0.062163114023059164,2003-07-02,Shipped,3,7,2003,1,40,S32_2206,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10145,0.27472527472527475,0.12199124726477018,1,0.04614993231951074,2003-08-25,Shipped,3,8,2003,1,40,S32_2206,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2
10159,0.3186813186813187,0.11652078774617064,9,0.05564946432786034,2003-10-10,Shipped,4,10,2003,1,40,S32_2206,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,2
10169,0.21978021978021983,0.17710612691466077,9,0.0406928482199774,2003-11-04,Shipped,4,11,2003,1,40,S32_2206,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2
10180,0.3076923076923077,0.2541028446389497,4,0.07819541243188756,2003-11-11,Shipped,4,11,2003,1,40,S32_2206,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,2
10190,0.43956043956043966,0.08356126914660833,1,0.07612933774586107,2003-11-19,Shipped,4,11,2003,1,40,S32_2206,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10211,0.38461538461538464,0.21006564551422324,9,0.09188591444392079,2004-01-15,Shipped,1,1,2004,1,40,S32_2206,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,2
10224,0.40659340659340665,0.1716356673960613,2,0.08921325199420325,2004-02-21,Shipped,1,2,2004,1,40,S32_2206,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,2
10237,0.21978021978021983,0.18257658643326036,2,0.04145751643117583,2004-04-05,Shipped,2,4,2004,1,40,S32_2206,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,2
10252,0.3296703296703297,0.2926695842450766,6,0.09234471537063983,2004-05-26,Shipped,2,5,2004,1,40,S32_2206,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,2
10264,0.15384615384615385,0.0780908096280088,4,0.012475120710964977,2004-06-30,Shipped,2,6,2004,1,40,S32_2206,37,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,18,,Yoshido,Juri,2
10276,0.23076923076923078,0.1330689277899344,10,0.03722904827482765,2004-08-02,Shipped,3,8,2004,1,40,S32_2206,61,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,18,,Barajas,Miguel,2
10285,0.3406593406593407,0.19351750547045954,1,0.07617124744589789,2004-08-27,Shipped,3,8,2004,1,40,S32_2206,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,2
10299,0.19780219780219782,0.21006564551422324,4,0.039088515492251494,2004-09-30,Shipped,3,9,2004,1,40,S32_2206,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,2
10310,0.3296703296703297,0.22114332603938724,17,0.07850127971636693,2004-10-16,Shipped,4,10,2004,1,40,S32_2206,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,2
10319,0.2527472527472528,0.15508752735229758,5,0.04604552569836634,2004-11-03,Shipped,4,11,2004,1,40,S32_2206,50,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,18,,Kuo,Kee,2
10331,0.2417582417582418,1.0,3,0.266194974218182,2004-11-17,Shipped,4,11,2004,1,40,S32_2206,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1
10343,0.2527472527472528,1.0,5,0.23756403177196422,2004-11-24,Shipped,4,11,2004,1,40,S32_2206,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1
10355,0.3516483516483517,0.17710612691466077,10,0.07583523458770781,2004-12-07,Shipped,4,12,2004,1,40,S32_2206,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10364,0.46153846153846156,0.2926695842450766,1,0.13494261679755484,2005-01-06,Shipped,1,1,2005,1,40,S32_2206,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,2
10378,0.3736263736263737,0.7601203501094091,1,0.207068475303055,2005-02-10,Shipped,1,2,2005,1,40,S32_2206,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10390,0.38461538461538464,0.24179431072210067,11,0.0988796875448048,2005-03-04,Shipped,1,3,2005,1,40,S32_2206,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10403,0.2637362637362638,0.18257658643326036,2,0.05328928648368061,2005-04-08,Shipped,2,4,2005,1,40,S32_2206,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,2
10104,0.3186813186813187,0.28364332603938724,11,0.08709644451339531,2003-01-31,Shipped,1,1,2003,5,54,S32_2509,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10114,0.2417582417582418,0.3945568927789934,2,0.07928359411705456,2003-04-01,Shipped,2,4,2003,5,54,S32_2509,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,2
10127,0.4285714285714286,0.34286105032822756,13,0.1364359255830779,2003-06-03,Shipped,2,6,2003,5,54,S32_2509,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10141,0.19780219780219782,0.2613512035010941,7,0.04570583655069935,2003-08-01,Shipped,3,8,2003,5,54,S32_2509,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,2
10151,0.38461538461538464,0.5056072210065645,5,0.1570304992327584,2003-09-21,Shipped,3,9,2003,5,54,S32_2509,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,2
10165,0.46153846153846156,0.2613512035010941,14,0.12686066201150387,2003-10-22,Shipped,4,10,2003,5,54,S32_2509,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,2
10175,0.4835164835164836,0.4982221006564551,3,0.19729689787341365,2003-11-06,Shipped,4,11,2003,5,54,S32_2509,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,1
10184,0.29670329670329676,0.4908369803063458,8,0.11685306679744456,2003-11-14,Shipped,4,11,2003,5,54,S32_2509,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,2
10195,0.28571428571428575,0.22442560175054704,8,0.06640481682152426,2003-11-25,Shipped,4,11,2003,5,54,S32_2509,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,2
10207,0.23076923076923078,0.45377461706783373,9,0.0837819019210083,2003-12-09,Shipped,4,12,2003,5,54,S32_2509,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,2
10219,0.3186813186813187,0.387171772428884,4,0.10657710245157043,2004-02-10,Shipped,1,2,2004,5,54,S32_2509,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,2
10229,0.18681318681318687,0.3724015317286652,3,0.05605606194400719,2004-03-11,Shipped,1,3,2004,5,54,S32_2509,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10246,0.3186813186813187,0.2984135667396062,7,0.0898757193579434,2004-05-05,Shipped,2,5,2004,5,54,S32_2509,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10259,0.3736263736263737,0.23181072210065645,6,0.09345642530845909,2004-06-15,Shipped,2,6,2004,5,54,S32_2509,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2
10271,0.3186813186813187,0.28364332603938724,7,0.08709644451339531,2004-07-20,Shipped,3,7,2004,5,54,S32_2509,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10281,0.27472527472527475,0.387171772428884,3,0.09034554915309322,2004-08-19,Shipped,3,8,2004,5,54,S32_2509,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,2
10292,0.4835164835164836,0.2687363238512035,10,0.13560876045077194,2004-09-08,Shipped,3,9,2004,5,54,S32_2509,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10305,0.3736263736263737,0.424234135667396,7,0.13483673966061968,2004-10-13,Shipped,4,10,2004,5,54,S32_2509,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,2
10313,0.3516483516483517,0.2539660831509847,1,0.0915374022015092,2004-10-22,Shipped,4,10,2004,5,54,S32_2509,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,2
10325,0.3516483516483517,1.0,3,0.6148219168614489,2004-11-05,Shipped,4,11,2004,5,54,S32_2509,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,0
10335,0.3736263736263737,0.46115973741794314,3,0.14277752493075713,2004-11-19,Shipped,4,11,2004,5,54,S32_2509,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10349,0.29670329670329676,0.2687363238512035,1,0.07744912566807373,2004-12-01,Shipped,4,12,2004,5,54,S32_2509,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10359,0.3296703296703297,1.0,3,0.4320779785113529,2004-12-15,Shipped,4,12,2004,5,54,S32_2509,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1
10371,0.15384615384615385,0.5414387308533917,2,0.06229619570212352,2005-01-23,Shipped,1,1,2005,5,54,S32_2509,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10383,0.28571428571428575,0.35968271334792123,5,0.08967425869460845,2005-02-22,Shipped,1,2,2005,5,54,S32_2509,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10394,0.3296703296703297,0.4908369803063458,3,0.1306987082254036,2005-03-15,Shipped,1,3,2005,5,54,S32_2509,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10412,0.14285714285714285,0.2984135667396062,7,0.032584424149692634,2005-05-03,Shipped,2,5,2005,5,54,S32_2509,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10425,0.05494505494505496,0.23181072210065645,6,0.0,2005-05-31,In Process,2,5,2005,5,54,S32_2509,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2
10104,0.4725274725274726,0.5332330415754925,4,0.2018650551774288,2003-01-31,Shipped,1,1,2003,4,62,S32_3207,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10116,0.23076923076923078,0.4991794310722101,1,0.09037275369522237,2003-04-11,Shipped,2,4,2003,4,62,S32_3207,69,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,2,EMEA,Cartrain,Pascale,2
10127,0.2527472527472528,0.6012035010940919,6,0.1155994520858164,2003-06-03,Shipped,2,6,2003,4,62,S32_3207,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10142,0.39560439560439564,0.6522155361050328,16,0.194829372376508,2003-08-08,Shipped,3,8,2003,4,62,S32_3207,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10152,0.29670329670329676,0.32918490153172875,2,0.08817359733013154,2003-09-25,Shipped,3,9,2003,4,62,S32_3207,7,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,0,APAC,Calaghan,Tony,2
10165,0.41758241758241765,0.3632385120350109,7,0.13743661157869433,2003-10-22,Shipped,4,10,2003,4,62,S32_3207,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,2
10176,0.17582417582417587,0.5076586433260394,6,0.06807532275983465,2003-11-06,Shipped,4,11,2003,4,62,S32_3207,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,2
10184,0.46153846153846156,0.32918490153172875,1,0.14436568198478458,2003-11-14,Shipped,4,11,2003,4,62,S32_3207,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,2
10195,0.29670329670329676,0.3801969365426696,1,0.09722388676440208,2003-11-25,Shipped,4,11,2003,4,62,S32_3207,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,2
10207,0.4285714285714286,0.40577133479212246,2,0.151655764017508,2003-12-09,Shipped,4,12,2003,4,62,S32_3207,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,2
10220,0.15384615384615385,0.3547592997811816,6,0.04222365515816502,2004-02-12,Shipped,1,2,2004,4,62,S32_3207,20,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,8,EMEA,Cassidy,Dean,2
10230,0.43956043956043966,0.46526258205689275,4,0.17052615790251513,2004-03-15,Shipped,1,3,2004,4,62,S32_3207,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,2
10247,0.3736263736263737,0.31222647702407,6,0.1107496910078695,2004-05-05,Shipped,2,5,2004,4,62,S32_3207,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,2
10272,0.4285714285714286,0.5162746170678336,6,0.1783897410936373,2004-07-20,Shipped,3,7,2004,4,62,S32_3207,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,2
10282,0.3296703296703297,0.4481673960612691,9,0.1224402915444607,2004-08-20,Shipped,3,8,2004,4,62,S32_3207,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10292,0.27472527472527475,0.5586706783369804,3,0.11892796457821567,2004-09-08,Shipped,3,9,2004,4,62,S32_3207,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10306,0.43956043956043966,0.32070568927789933,17,0.13477644851319825,2004-10-14,Shipped,4,10,2004,4,62,S32_3207,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,2
10314,0.3186813186813187,0.5417122538293215,9,0.13565655221397185,2004-10-22,Shipped,4,10,2004,4,62,S32_3207,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,2
10325,0.2417582417582418,1.0,2,0.3599285917532004,2004-11-05,Shipped,4,11,2004,4,62,S32_3207,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,1
10336,0.27472527472527475,0.7908916849015317,9,0.15763046967539104,2004-11-20,Shipped,4,11,2004,4,62,S32_3207,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,2
10350,0.23076923076923078,1.0,14,0.2885350501115019,2004-12-02,Shipped,4,12,2004,4,62,S32_3207,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10359,0.17582417582417587,1.0,1,0.28080160756786254,2004-12-15,Shipped,4,12,2004,4,62,S32_3207,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1
10371,0.2637362637362638,0.9938457330415755,11,0.18413578154605623,2005-01-23,Shipped,1,1,2005,4,62,S32_3207,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10383,0.41758241758241765,0.12568380743982493,8,0.08124232115035511,2005-02-22,Shipped,1,2,2005,4,62,S32_3207,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10394,0.2637362637362638,0.45678336980306344,4,0.09751504889097379,2005-03-15,Shipped,1,3,2005,4,62,S32_3207,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10413,0.19780219780219782,0.31222647702407,6,0.052270219040679626,2005-05-05,Shipped,2,5,2005,4,62,S32_3207,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,2
10103,0.4285714285714286,0.6667122538293215,7,0.21478500691510055,2003-01-29,Shipped,1,1,2003,5,64,S32_3522,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,1
10113,0.18681318681318687,0.5694748358862144,1,0.08042471437068911,2003-03-26,Shipped,1,3,2003,5,64,S32_3522,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10126,0.21978021978021983,0.48987964989059085,7,0.084412753195247,2003-05-28,Shipped,2,5,2003,5,64,S32_3522,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,2
10140,0.2417582417582418,0.46334792122538293,7,0.08963896631563005,2003-07-24,Shipped,3,7,2003,5,64,S32_3522,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,2
10150,0.4725274725274726,0.42806345733041573,4,0.1741598024214984,2003-09-19,Shipped,3,9,2003,5,64,S32_3522,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,2
10164,0.4725274725274726,0.3837527352297593,5,0.16248684807439637,2003-10-21,Resolved,4,10,2003,5,64,S32_3522,51,7675-3555,Kirchgasse 6,,Graz,,8010,1,EMEA,Mendel,Roland,2
10175,0.2527472527472528,0.6578227571115973,12,0.12442695837778583,2003-11-06,Shipped,4,11,2003,5,64,S32_3522,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,2
10183,0.4725274725274726,0.5164113785557987,4,0.1974336558419549,2003-11-13,Shipped,4,11,2003,5,64,S32_3522,18,2155554695,782 First Street,,Philadelphia,PA,71270,18,,Cervantes,Francisca,1
